tribe,address,user name,display name,score,attempts,isCheater
blue,0xbb1aAc81902F9735117fD6D95f3c86835d5Eb9D7,dbwoods11,woods,4760,37,false
silver,0xcd742e8a2a4798b0A94B9f94EC49668f58Fab790,rocker,rocker,7410,81,false
gold,0x9dD7D725982BF9bB1CF1c5ecaC3Ca68e0bDBD2B9,OnlyWailoaloa,Wailoaloa.eth 👹,5230,16,false
yellow,0xC2Ada2B145eDA329E4301e2dEAA3601B5d188716,seethoven,seethoven,3920,60,false
blue,0x17Ae58ab79444AD5b8EE2e232CaF13C65c32aF75,JKrantz,6457.eth,,,
blue,0x1d14d9e297DfbcE003f5A8EbcF8cBa7fAEe70B91,bigvibessss,kurtvonnegut.eth,3580,41,false
orange,0x5dBBcFaE7Ad3C6664C96f6439575332BC8157E2D,Christian_Dtmr,christian,8520,146,false
pink,0x72b7448f470D07222Dbf038407cD69CC380683F3,FishFishDeFi,Fishy,5710,53,false
white,0x93A1b9B596678215Ad08CB5d6da9B3e6aF2ba7E1,benjm,Ben,4290,63,false
silver,0x9DD32D4Cbf47b80Bb6e32B639B52f7e8FD8Fba4F,0xrajath,Rajath Alex,,,
pink,0xFd37f4625CA5816157D55a5b3F7Dd8DD5F8a0C2F,mediaquery,Marco,5860,380,false
pink,0x43B7Ea3Ebcdd8133bE85BEe435b06A3a2db6CBCC,harpethr,Harper,3890,38,false
orange,0x5606B493c51316A9e65c9b2A00BbF7Ff92515A3E,will__price,Will Price,8300,104,false
purple,0x6653fadDA05df8108e82d6694fa368172549BCbc,2irl4u,armand type beat,4000,8,false
blue,0x7ff46AeE08428aF2F40c9Ff50dd6090B8aa26b55,bnj,Ben South,5680,55,false
green,0xA4862213a5e9487232A04632EAf939A49863dD49,ajt,Alexander Taub (🔺👁🔺),6230,109,false
green,0xD21dA717eE1805325cd4f84cBEDcddf8Fc0a809c,justseels,jdougy,8260,278,false
silver,0xF668cc6cdE8ae8670d90400c32EfD78C8d6E243A,melobirdx3,melo 🧙🏻‍♂️ (edm/acc),4900,41,false
orange,0x20ff7e19c8Ff23109EB1661Df3b3c4f36DDAdF1F,herinkc,herin.eth 🫡,8410,85,false
red,0x338699008f8A12422Ab0d69361F7f83741D3CEca,el__ranye,el-ranye.eth,5160,85,false
blue,0x45e2C1b07CcE6c0C361bB420C13FA0C6154981E9,naturevrm,naturevrm.eth 🕳🐇,3220,8,false
red,0x75A63c897B577af6F979078dcD6021BCD97F3ec8,Albumalbum5,Sénèkton,5620,129,false
white,0x99E48f65f57b7b4C6f253eFfC5429192F091421C,willthomson__,Will Thomson,,,
gold,0xe866ecE4bbD0Ac75577225Ee2C464ef16DC8b1F3,thrilok_kumar,Thrilok Kumar 🦇🔊 🥑,430,2,false
purple,0x016C8780e5ccB32E5CAA342a926794cE64d9C364,_anishagnihotri,Anish Agnihotri,5010,47,false
yellow,0x302aE9D5BDD8f5125b1182cdd966Ff4eEd3E3aCF,medeana,deana,2930,34,false
orange,0x772f840d9011B7A4F6e8E684D4BD4eE0ddeb2A50,whalebirdszn,late fall sprout,4840,55,false
gold,0x58f7755998Bbb778175D3361eD2437ABD9e5aBB5,dcwj,dcj,4920,57,false
gold,0x9CEFB888eEda13f40E10aF987Ea8811ac44F996f,sorgente711,Mariano,8270,146,false
yellow,0xBb6f397d9d8bf128dDa607005397F539B43CD710,0xasdf_eth,asdf,6730,293,false
purple,0xbB3Cb5Ffc56Ad59cb192333B63C0cfFd745E7D49,KrishJagirdar,Krish 🎮,4410,67,false
orange,0xcB46219bA114245c3A18761E4f7891f9C4BeF8c0,lakshmansankar,lsankar,5150,24,false
orange,0x0cb27e883E207905AD2A94F9B6eF0C7A99223C37,seanwbren,seanwbren.eth,3520,65,false
green,0x2604fb7B2c561D6a277a0EC8c2308A26CEe18272,yuppieventures,yuppie.eth,3120,5,false
green,0x6E6846E85a737E3a79c754BbD3Eb57aEf14ca60A,Jake_Nyquist,Jake Nyquist,2400,20,false
blue,0xFd4F24676eD4588928213F37B126B53c07186F45,zencephalon,zen eth/acc,4830,98,false
blue,0x9B7ec5D797210CDCd2716bd873A6965CA2133bEf,simonbuilds,Simon Chamorro,,,
gold,0xE35b606317E2D2b664B0FEE041f99b22A3aAa3D2,iamnotnicola,nicola 💾,0,1,true
blue,0x223F2db258234F7Fa164a9e4C0929318FEb3B550,vmny,Victor Ma,1470,1,false
green,0x35DC0E1F6C222C98Ae436933Df60bfF72dAcC772,pjmfyi,Phil 'PJ' Murphy,8500,241,false
silver,0x5e59Ac40c4D661E55a97C317A5002bf6D9E7109c,soz,soz,4280,88,false
purple,0x64d5f3D2C8c7feeF13Aa63126E4e07E1Ce69D20B,Carterstrick96,Carter Strickling,7340,115,false
purple,0x79C4213a328E3B4F1D87b4953C14759399dB25E2,litocoen,lito.eth,2560,64,false
gold,0xFE35e15bE885750D9b2363cbB6aBDd57AC9C4c40,gtmcknight,taylor.perkshop.eth,0,28,true
green,0xd4b25EE7981D834a58E43f49c7eB15aF9498ae32,varunv_88,Varun,4910,83,false
yellow,0x0C71557b4aD81E07034DD9C04E232f17BB0B4Aa3,SpencerMarell,Spencer,3380,11,false
gold,0x333601a803CAc32B7D17A38d32c9728A93b422f4,Slokh,Kartik,5010,58,false
white,0x794ceC5ee2659859050D29d858CF46191649E1fa,ItsTayyab,tayyab.eth,4920,5,false
purple,0x7c99670ECc3A57Cd1A8D1Bdfc8e2Ff5b4527b382,CashtroCrypto,Cashtro,4530,195,false
gold,0x895cAb25e9E5A5a026C201c988cDfCC6c9b0D3dB,Rahatcodes,rahat.eth,4630,10,false
yellow,0x8a2198711de295c8C17CC8FdC4837FEEdE83C496,Crypto_Syd,syd.stars 🐱🚀🌙,6900,224,false
yellow,0x7a986b3e98A9cFCe38E2070ACC6b0e2ACeD31C91,Abraham_L_L,Abraham Litwin-Logan,4900,175,false
purple,0x8a90E9DECb493fD5521c4A8aDb6Dc385D14Ca8Ff,vrjar_,vrjar.eth / .lens🦇🔊🌱🇺🇦,0,12,true
gold,0xFc4e51A187bF53EC6E21d0b4516a0e6437e8d73B,josephpalbanese,jpa,3360,32,false
red,0xa251520154ca342f0B1D702Bf5a56F78c982405B,joshcrnls,Josh Cornelius,5090,99,false
yellow,0xDC40CbF86727093c52582405703e5b97D5C64B66,0xMasonH,Mason Hall,4290,43,false
orange,0xf7256eD518fa3A8b1dDb2bBb0Cd0071617df7bF4,MFL_tw,M.F.L✺♦️,6560,399,false
pink,0x00063dDB30be7Bc2292583D5f143E9d6E6228440,binji_x,binji 🔴,6530,118,false
gold,0x14174A3f8868b4b6Ab023853e2Ff5903Ea0fd015,carrawu,carra.eth,0,26,true
white,0x216A4e6722297Ffd039FFcCbc4cDC51D5256B935,nassyweazy,Nass Eddequiouaq,4120,67,false
red,0x3f0bc0051a30740ddAd3f7694e3034A1019963bB,a1lon9,alon,5080,99,false
white,0x5BbF3884aB25112128FaD9aDd6b49047E7B02A53,batzdu,batz,5540,124,false
gold,0x6A8eBc5a614aA723eB737B47cdC503422B9d3cdF,rubytaub,RubyG,0,44,true
purple,0x47ec58D5704082527a90362a6293029d7Ed5fc4E,benroy__,Ben Roy,3400,17,false
pink,0x82Fe8C393d063cB23631Dbc8216d4aDF941adC9e,cherdougie,Cheryl Douglass,4300,37,false
pink,0xD70A54B32EC2F4fB01e296Dc23d44BD01B9f7e2d,scottiehalps,Scott Halperin,8430,193,false
green,0x942cBEa64876Ff0b2e23c0712B37Dc0091804e9c,patrickxrivera,patrick,4510,21,false
yellow,0x260eb0ffCb01d9A117b57531997cD32f8B445aeB,blockheim,Blockheim,7610,128,false
pink,0x2F7A3f2Dda7Fd36ad4D0c002c0E8D7B1Dac668B7,0ceans404,steph.lens 🌊 oceans404.eth,5370,223,false
red,0x42982dAfD5577DB35255bB1Dab0B288464844de1,zkMoira,Moira,7550,133,false
silver,0x528541c6e72e4cd6c098b622FA5700dF0A5eae56,lou_markets,Louis,,,
white,0x5f1DCC33004Ac2D8c1eAf27168083eD189888060,BeraMVP,MVP🐻⛓️,7120,112,false
orange,0x849151d7D0bF1F34b70d5caD5149D28CC2308bf1,jessepollak,Jesse Pollak (jesse.xyz) 🛡️,5090,35,false
white,0xaDf3fE928800CF5A7E4d966fB12799Bc20510A58,amanda0x,amanda,2310,22,false
purple,0xb06Ece03eb2048fA31f32C3746E8CE13e8e2B2c9,FranklinBi,Franklin Bi,3170,11,false
red,0x1AdC09fa9A173a13Dc5b4E0F85D1Edf7A8C10f50,freezer_boi,hamza s (freezer),3110,7,false
red,0x2350125eaFFFc1fd94123410deCF398DAd66d30f,johnsterlacci,sterlacci.eth,4760,111,false
green,0xA36A06EA7c7eE04e6d2c7fcF5661B079EC0Ae4a7,dougfeagin,Doug,2590,7,false
yellow,0xA776Ee8a027A410AA3b1EA189Ca3B588F5e0f3A4,rajparekh_,Raj Parekh,3870,22,false
orange,0xF88B9ab01e42f9C609D55A2a7b5687E2d11fBEa8,motekoichi,茂木巧一,,,
white,0xc41D1F5Fc64aFcF6C999D1CEF4f4ce1649d9653f,3LAU,3LAU,5120,36,false
red,0x0cDAdDa163f1Bef79Df9dF2a34e7cCB790aEE48f,zjenis,Zeej,6630,85,false
pink,0x42f107da772Bff3c88574bFb71b2E286f94Dd207,tridog,tri,5920,124,false
silver,0x54a9D1A4eF95acC9189237D3ebCD01561983C608,Ronangmi,Ronan,4960,21,false
pink,0x5A91Ab65c21fbC455d83226D8B784dE7685719c8,wirelyss,Wirelyss 👁️‍🗨️💫,5450,197,false
orange,0xF0CAd7C8b383f79A879eB6Df644e336234EBDac8,carlosecgomes,Carlos,3870,86,false
blue,0xFf14BA529d203823F4B6d4a7F23c1568333AE60b,JadenDurnford,Jaden Durnford,0,38,true
silver,0x089FCE8bE711CABc806d69B1d0d5aebd52A06455,4484,Rani,3620,16,false
green,0x2920A3192613d8c42f21b64873dc0Ddfcbf018D4,packyM,Packy McCormick,5310,224,false
orange,0x74b4aF0bc073e88a0A09F7e015480d7069D2fAf6,Stockeyyy,Stockeyyy,4920,71,false
gold,0xC3edCBe0F93a6258c3933e86fFaA3bcF12F8D695,_trente_,trente // ein.eth,6850,115,false
gold,0x1b1317E28AF98ca7EFBE5f13256fF19d1fbaf2f0,Cranium8458,Mbembe,6120,271,false
pink,0xd3E7c6fBf2Dcb17b97736649F6883C6F73cD0621,zynbrah,"TRADFI INTERN (50, bn)",7740,131,false
white,0x0ad9808C58F645F50D2A789E51E8b00ddcedA94B,jmj,Jeff Morris Jr.,2260,4,false
gold,0xA5E1C37Ad90BAAcb791Cfa18506224D7c50f1619,_kinjalbshah,Kinjal Shah,,,
red,0xcB565Ee70934c5887F9459fb0Dcec6ADD7F43CF2,boogaav,Booga | 🎥 Man of Crypto,4590,101,false
orange,0xddFA8BedE71b4c8CbB50ADA6E81E1E5180376bfc,crypto_sl33py,Sleepy,5720,92,false
green,0xf6B6F07862A02C85628B3A9688beae07fEA9C863,worthalter,worthalter 🦇🔊,4620,82,false
gold,0xBe260B86e2eE35A406F9154107f242882aB00aEe,nickbytes,nickbytes,4790,11,false
white,0xF4535370D689108815BB0618E7ae11de0e339fcA,jayhinz,Jay,4980,103,false
red,0x1f77d34deFF2B72B0A0258603eFFE72704742EBB,p3shoemaker,p3shoemaker,4480,310,false
blue,0x2300C67365E8D0Db283Cd3772237183bEABF41bc,dongambas,cameron | dongambas.eth,2140,7,false
gold,0x2DE6FdBE0f9d32C2e11c04E16B51EAF3527D05E5,SharkFragile,fragileshark.eth,6920,187,false
white,0x4f764a08c66251e13bdd85B4Bb0652B739736328,funghibull,funghibull,4330,99,false
white,0x8Df46D8Bb10D79f89E00e0a6859327f7189C45de,richiebonilla,richie is on quests 🧭,6840,206,false
silver,0xB1db41Aa2484E3f5f5a510e07003C29Fd1b0F115,wyllieonchain,macro dose,6220,159,false
